3761755,-1.4499645,train
Patient ID,Feature 0, Dataset
5336137,-0.42453808,train
Patient ID,Feature 0, Dataset
2326389,-0.4620156,train
Patient ID,Feature -1, Dataset
1923204,-1.2537816,train
Patient ID,Feature 0, Dataset
2258254,-0.9127478,train
Patient ID,Feature 0, Dataset
5406184,-0.75392663,train
Patient ID,Feature -1, Dataset
3554384,-1.0317004,train
Patient ID,Feature 0, Dataset
1716204,-0.8902054,train
Patient ID,Feature -1, Dataset
1320717,-1.4104337,train
Patient ID,Feature 0, Dataset
2795173,-0.4952106,train
Patient ID,Feature 0, Dataset
1329275,-0.78573567,train
Patient ID,Feature 0, Dataset
4642850,-0.5265261,train
Patient ID,Feature 0, Dataset
4947291,-0.042919807,train
Patient ID,Feature 0, Dataset
2334637,-0.6984585,train
Patient ID,Feature -1, Dataset
1596413,-1.2807405,train
Patient ID,Feature -1, Dataset
2071545,-1.2471577,train
Patient ID,Feature 0, Dataset
4756712,-0.5872439,train
Patient ID,Feature -1, Dataset
3308353,-1.4978069,train
Patient ID,Feature -1, Dataset
2181828,-1.1473172,train
Patient ID,Feature 0, Dataset
5247748,-0.8103004,train
Patient ID,Feature -1, Dataset
3492437,-1.2727431,train
Patient ID,Feature -2, Dataset
1543174,-2.5892107,train
Patient ID,Feature 0, Dataset
3732986,-0.30837044,train
Patient ID,Feature 0, Dataset
3718158,-0.7981357,train
Patient ID,Feature -1, Dataset
3661745,-1.1650816,train
Patient ID,Feature 0, Dataset
1276472,-0.46756092,train
Patient ID,Feature 0, Dataset
1397755,0.056268334,train
Patient ID,Feature 0, Dataset
2848565,-0.36951256,train
Patient ID,Feature -1, Dataset
3927820,-1.0150155,train
Patient ID,Feature 0, Dataset
2149286,-0.958047,train
Patient ID,Feature 0, Dataset
3012475,-0.3263791,train
Patient ID,Feature 0, Dataset
4878322,-0.847435,train
Patient ID,Feature -1, Dataset
4412511,-1.5910763,train
Patient ID,Feature -1, Dataset
3501712,-1.6223247,train
Patient ID,Feature -1, Dataset
4595983,-1.201059,train
Patient ID,Feature -1, Dataset
4094076,-1.178914,train
Patient ID,Feature 0, Dataset
5188412,-0.6148878,train
Patient ID,Feature -1, Dataset
4508717,-1.0052441,train
Patient ID,Feature -1, Dataset
2034486,-1.0320727,train
Patient ID,Feature -2, Dataset
2557633,-2.331936,train
Patient ID,Feature 0, Dataset
4155468,0.31353584,train
Patient ID,Feature -1, Dataset
4371182,-1.683005,train
Patient ID,Feature -1, Dataset
1279701,-1.3363405,train
Patient ID,Feature 0, Dataset
2101602,-0.7970136,train
Patient ID,Feature 0, Dataset
5563856,-0.7285379,train
Patient ID,Feature -1, Dataset
4334989,-1.280937,train
Patient ID,Feature -1, Dataset
2230093,-1.3096526,train
Patient ID,Feature -1, Dataset
1966223,-1.0154712,train
Patient ID,Feature -1, Dataset
4606851,-1.261767,train
Patient ID,Feature 0, Dataset
2922368,-0.32054716,train
Patient ID,Feature -1, Dataset
1579824,-1.097275,train
Patient ID,Feature 0, Dataset
5770382,-0.1906298,train
Patient ID,Feature -1, Dataset
3207145,-1.4106529,train
Patient ID,Feature -1, Dataset
4566845,-1.5311663,train
Patient ID,Feature 0, Dataset
5110893,-0.38574022,train
Patient ID,Feature 0, Dataset
4862914,-0.51417315,train
Patient ID,Feature 0, Dataset
3550247,-0.33604082,train
Patient ID,Feature 0, Dataset
4835779,-0.73226166,train
Patient ID,Feature 0, Dataset
4684836,-0.42755982,train
Patient ID,Feature 0, Dataset
2909080,-0.29444006,train
Patient ID,Feature 0, Dataset
2211599,-0.57712567,train
Patient ID,Feature -1, Dataset
2706068,-1.0754634,train
Patient ID,Feature -1, Dataset
5390033,-1.4949522,train
Patient ID,Feature 0, Dataset
3385218,-0.94951886,train
Patient ID,Feature -1, Dataset
2395497,-1.0134456,train
Patient ID,Feature 0, Dataset
4809991,-0.5364698,train
Patient ID,Feature 0, Dataset
5214458,-0.85653573,train
Patient ID,Feature 0, Dataset
4246423,-0.98689085,train
Patient ID,Feature 0, Dataset
5398595,-0.010440434,train
1655554,0.77983457,train
3393824,-0.48073736,train
5417751,-2.2412488,train
1758288,-0.97257566,train
5434806,-1.6307603,train
1448576,-0.5379143,train
4180787,-0.6358165,train
1190486,-0.111962,train
5581637,-0.88012177,train
3706202,0.19961682,train
3850841,-1.2623163,train
2240128,-0.30539376,train
3312261,-0.96362484,train
4135696,-0.7534789,train
4924061,-0.8594318,train
5355448,0.01234947,train
2034943,0.05630246,train
2705818,-0.50142634,train
5848671,-0.49148792,train
4565530,-0.6492759,train
4722166,-1.123609,train
5048675,-0.5448827,train
5126377,-1.2230784,train
1504860,-1.2761828,train
2536873,1.3346564,train
5197729,-1.1106699,train
4791268,-0.48243445,train
4493383,-1.227476,train
2035063,-1.2748194,train
2101706,-0.42519817,train
3650636,-0.47482368,train
3509955,-2.0193639,train
1814222,-0.38514805,train
2125163,-1.2037286,train
3842824,-1.2761828,train
4903143,0.39712495,train
4954199,-1.5316956,train
1565293,-0.17573857,train
3319885,-0.66647613,train
5105714,-1.0828727,train
2483614,-0.7037814,train
1237755,-0.863129,train
4687507,-0.9262696,train
4064841,-0.9186724,train
2057986,-0.66842335,train
4963914,-1.255426,train
2834107,-1.2564615,train
1463022,-1.2761828,train
1025032,-0.19487718,train
1287024,-1.2172841,train
4352009,-1.0107105,train
1560602,-1.1662031,train
2537406,-1.3348444,train
3881048,-1.719679,train
2689894,-0.7142781,train
2026234,-1.8093551,train
2373069,-1.0965418,train
1894041,-0.44161865,train
5426599,-1.1693337,train
5274386,-0.7333693,train
2381505,-0.7443675,train
3548622,-1.6376079,train
2468651,-0.8567913,train
4725267,-1.2411019,train
5806387,-0.75475794,train
5305393,-0.83463365,train
5745964,-1.0531509,train
2080705,-0.54380447,train
2663203,-1.0596008,train
4805235,-0.6828853,train
1470363,-1.2761828,train
2055400,-1.2761828,train
2100599,-0.9673441,train
3298193,-1.9212712,train
4804797,-2.1052566,train
5020473,-1.2402931,train
4024902,-0.8192646,train
3464051,-0.63070697,train
4906926,-0.98821926,train
1143268,-1.2752422,train
2158462,-1.1440475,train
3318105,-0.39262035,train
4636078,-0.73867273,train
1311265,-1.2761828,train
4910568,-1.1640644,train
2160352,-1.2283689,train
2789163,-0.5589562,train
1456455,-0.55805075,train
5265958,0.8326281,train
5425589,-0.8652688,train
1428748,-0.6739017,train
1357292,-1.7143079,train
3470383,-1.3643332,train
4731073,0.12515236,train
3769104,-1.349563,train
5270900,-1.0791422,train
5041633,-1.1895245,train
4538497,-1.3306192,train
4854852,-0.44341484,train
2190624,-1.0730352,train
3742334,-0.36770532,train
5074627,-0.56598186,train
1716538,-1.4445866,train
1792055,-0.52115166,train
5132386,-0.61192566,train
5290400,-1.2934748,train
1195018,-1.2894418,train
3795809,-0.9802585,train
5135196,-0.76521915,train
3533672,-0.6631951,train
1948300,-0.95540684,train
1030583,-0.93019885,train
5863654,-0.8334462,train
3464556,-0.70332825,train
5354877,-1.0211772,train
2251175,-1.2761828,train
3157345,-1.7687434,train
5193181,-0.47259516,train
4403038,-0.54936975,train
1065631,-1.1647373,train
3178705,-0.4669353,train
1518568,-1.1166064,train
3145893,-0.80346817,train
2568738,-0.8929078,train
5614072,-0.7398103,train
1050619,-1.0596476,train
5547658,-1.2595631,train
3338873,-0.49442,train
1618442,-1.1098148,train
5752359,0.0962828,train
2010914,-1.2527294,train
4921342,-0.5325128,train
5004754,-0.49506631,train
5130960,-1.5782326,train
4875913,-0.7123121,train
5225121,-1.2795553,train
5175861,-0.7755164,train
5153046,-1.3271066,train
4549708,-0.8880432,train
1205045,-1.8557768,train
3085289,-1.7988933,train
3307424,-0.92298794,train
2067036,-2.2530248,train
3322877,-0.63257897,train
5278087,-0.9320244,train
5081075,-1.098894,train
2138621,-0.90014213,train
4575148,-1.2927516,train
3763035,-1.2795327,train
5359813,0.104795255,train
2364028,-0.65122235,train
3908378,0.006865757,train
4212048,-0.7648924,train
1365780,-0.71151024,train
3813987,-0.92902035,train
1486210,-0.54969674,train
2339875,-0.34296232,train
1637298,-0.19169416,train
2216966,-1.233391,train
1140298,-1.1060374,train
1152858,-0.7758266,train
4747506,-0.8448147,train
3558067,-0.5903615,train
4445294,-0.7743082,train
5256907,-0.7451095,train
3909512,-0.30635175,train
5810707,-1.2670944,train
4959025,-0.6667265,train
4977413,-0.27027607,train
4578448,-0.41295463,train
3888475,-0.071389355,train
2198901,-1.0759165,train
3246635,-0.4835508,train
3559919,0.014918208,train
5762697,-1.2970641,train
4738562,-0.6164137,train
4161662,-0.17927554,train
5567321,-0.97893155,train
3994754,-0.9156704,train
4953353,-0.92504436,train
5196115,-0.6896511,train
5068512,-0.741714,train
1898841,-0.74989235,train
4720575,-0.8804531,train
3537362,-1.0990918,train
1068243,-0.4828923,train
2260757,-1.2911867,train
3504904,-0.6256465,train
4288481,-1.4856077,train
4600793,-0.7837538,train
3595474,-1.4150417,train
2775613,-0.57372093,train
3793348,-0.7559594,train
3048873,0.2713668,train
1994333,0.18133645,train
3556530,-1.2795553,train
2561771,-1.1688712,train
1201319,-0.38648686,train
1968499,-0.4355577,train
3208667,-0.88538647,train
5277068,0.10881885,train
1494081,-0.14352576,train
1571610,-0.55712473,train
5688154,-1.2795553,train
2028056,-0.40461868,train
5099287,-2.1572628,train
5239896,-2.075957,train
4083335,-1.0468005,train
2280246,-1.202699,train
2901118,-1.3558968,train
5298347,-1.1434966,train
5822217,-0.060541026,train
2231423,-0.71610767,train
1697563,-1.0629655,train
1763872,-0.9721283,train
2506709,-0.81866664,train
5823483,-0.56408036,train
2389927,-1.6986792,train
1486340,-1.059103,train
5066985,-1.4144421,train
4621243,-1.1704322,train
3660036,-2.1207016,train
1451213,-0.9401365,train
4417349,-1.1661541,train
2245394,-0.7061601,train
1308420,-0.8071782,train
2616039,-1.266177,train
3105655,-0.53265494,train
4626269,-2.264819,train
4490301,-1.2795553,train
3013120,-0.4919364,train
1724486,-0.4833795,train
5071644,-0.98506016,train
1570314,-1.2795553,train
1968047,-1.2535399,train
3600931,-1.9215567,train
3972433,-1.4664336,train
3548058,-0.6200925,train
3167040,-0.034385826,train
5018638,-1.7413347,train
2310673,-2.2586792,train
4908030,-1.0528153,train
2921216,-1.0398086,train
1833087,-1.0284384,train
5512873,-1.4066181,train
1820838,-0.2558959,train
2913832,-0.535247,train
1704221,-0.82011265,train
3644163,-0.16787574,train
5259485,-0.30445594,train
5447706,-1.2795553,train
4560796,-1.0965039,train
3844995,-1.3183384,train
3758944,-1.4368333,train
2616271,-1.1798707,train
1601108,-0.5507203,train
4931322,0.29960155,train
3333724,-0.6369733,train
4792964,-0.84676254,train
4523069,-0.98402977,train
5410279,-1.0690356,train
3150794,-1.0503186,train
1636846,-1.2915581,train
3935067,-0.6033309,train
4124424,-1.0948986,train
4911912,-1.1354777,train
2714160,-1.2259194,train
3675790,-0.5939651,train
1424745,-1.3709488,train
1234670,-0.7069983,train
3066569,-1.7392718,train
2146236,-0.853516,train
3584363,-1.041624,train
4094246,-0.78344977,train
5597020,-0.35747713,train
4119107,-0.88839346,train
5514419,-0.5635507,train
3932075,-1.1461315,train
5109130,-0.67109996,train
4286777,-1.1318799,train
2658677,-1.5657483,train
2762180,-0.8592548,train
3079381,-0.8068356,train
1721857,-1.3736212,train
1796801,-1.0974222,train
5159890,-1.7889673,train
4632283,-0.31674457,train
1299828,-0.7430367,train
4742346,-1.5365674,train
2441052,-0.46959084,train
5444531,-0.3634743,train
1148283,-0.25394517,train
2964497,-1.6507889,train
3450943,-1.5998614,train
4088044,-1.5861031,train
4843558,-1.2342501,train
2280185,-0.55423695,train
4565210,-1.2633069,train
1613904,-0.83154964,train
5109595,-0.098424554,train
1390825,-1.2633067,train
4334342,-0.3500913,train
3384378,-1.1152508,train
3898980,-1.2633069,train
4704589,-0.5511493,train
4135409,-1.2633069,train
3245819,-0.013013772,train
1433639,-0.66893536,train
3663075,-0.91886365,train
2621554,-0.80107826,train
3550888,-1.2424666,train
3336387,-0.28254554,train
1695291,-0.6102118,train
2935149,-1.665436,train
2843039,-0.08312603,train
3909496,-1.1494707,train
5305317,-0.88106763,train
2293370,0.25325066,train
1943464,-1.1338917,train
5328366,-0.69112587,train
4603880,-0.6168135,train
5022041,-0.795074,train
3170495,-0.60773724,train
2228859,-0.58715314,train
5407206,-0.1720803,train
5399174,-0.7224146,train
2518789,-0.8639411,train
1604328,-0.95477474,train
4010306,-0.80821764,train
2848654,-0.9882243,train
3503251,-0.23664904,train
4631812,-0.64512235,train
3106120,-1.5473118,train
4932986,-0.74758434,train
3832560,-1.0230074,train
5588709,-1.3945177,train
1957072,-1.5380514,train
5240672,-1.0285318,train
2683932,-1.2633069,train
4110383,-1.1966429,train
2697766,-1.1630226,train
1610761,-1.2633069,train
4812904,-0.9823423,train
3239530,-0.47357765,train
1603035,-0.8511507,train
4359627,-1.549263,train
4651927,-1.136108,train
3834448,-0.45708007,train
1340924,-1.2504909,train
1297939,-1.8152378,train
2524730,-1.3369043,train
1126029,-0.7044873,train
2379388,-1.2642717,train
2911893,-0.6104021,train
4671428,-1.2143601,train
2608720,-0.5810849,train
2901492,-0.1813861,train
5673780,-1.3395092,train
2137518,-1.2633069,train
2169980,-0.9598716,train
5530190,-1.1193701,train
5350697,-1.3799349,train
5856859,-0.3291346,train
4427542,-1.1826178,train
3942142,-0.8513529,train
1296265,-1.5460995,train
1181965,-1.2979909,train
5196166,-0.4300286,train
5724798,-0.59907407,train
1965900,-0.2309389,train
3686709,-1.5178901,train
3497338,-1.0731266,train
4147230,0.045310874,train
2063965,-0.57345825,train
4124455,-1.1064005,train
2697604,-0.8631833,train
1382230,-0.44892308,train
1351621,-1.5891622,train
4505341,-0.8581739,train
1385103,-0.72399026,train
1780784,0.038574524,train
5691252,-0.42261344,train
3875833,-0.6472053,train
3488228,-1.397951,train
1899159,-1.0247872,train
4753359,-0.6773171,train
5004658,-1.2523108,train
2429064,-0.51488394,train
3970154,-0.89364165,train
2637446,-0.53327864,train
3676153,-1.1383752,train
5024517,-1.2121718,train
3695787,-0.69734627,train
1374542,-0.8332568,train
4487268,-1.156723,train
5141164,-1.4716465,train
4573462,-0.81615585,train
3848787,-1.38195,train
1200380,-1.1128086,train
3990286,-1.7716572,train
4315405,-0.5634834,train
1171075,-1.9504019,train
4746265,-1.1469432,train
4039062,-1.2966067,train
4869191,-1.0625006,train
2049992,-0.46324533,train
5306161,-1.0591382,train
5574533,-0.6863107,train
2447245,-1.4251145,train
2271072,-1.5877273,train
2676761,-1.3226604,train
3046288,-0.8656701,train
1930336,-0.4169201,train
3042039,-0.12149852,train
5392890,-1.1896126,train
5779601,-0.3006651,train
3244130,-0.94490683,train
3441017,-0.15832126,train
5002439,-0.6015387,train
1226694,-1.3257234,train
3684063,-0.98487884,train
3486553,-2.2379315,train
2257300,-0.6410114,train
5334973,-0.9929019,train
4943349,-0.45809656,train
3286358,-0.22201176,train
1693715,-0.9169536,train
2150277,-1.1197374,train
2433733,-1.4655828,train
2993383,-0.858221,train
3647571,-1.1500686,train
4264007,-0.72002506,train
4083773,-1.3845311,train
1605944,-1.3681937,train
3171046,-1.2056631,train
5465276,-0.93236494,train
4930743,-1.118718,train
5596217,-1.1901084,train
3552709,-1.2820019,train
3781432,-1.2891912,train
3230845,-0.8460043,train
3410287,-0.37377352,train
2523908,-0.7977966,train
5735358,-1.1901604,train
5086770,-1.0748731,train
5841809,-1.551237,train
4963089,-1.3452036,train
4463763,-0.9230099,train
2850969,-1.2244762,train
2023925,0.025290336,train
3823962,-2.2523031,train
3885657,-0.5110363,train
5481780,-1.2820787,train
1248149,-0.5132806,train
5368292,-0.5139298,train
5189934,-0.35486454,train
4412288,-1.2986537,train
5458977,-1.6025461,train
5086342,-0.8550059,train
4208429,-1.2820114,train
3836590,-1.1917732,train
5674355,-0.9211362,train
5545958,-0.95357484,train
5564478,-0.08069483,train
2795887,-0.8417305,train
5848556,-0.94896615,train
3464372,-1.1649578,train
5532366,-1.1725156,train
1633344,-1.2056172,train
3776104,-0.7914219,train
2949646,-1.2820114,train
1991277,-1.1949207,train
1525536,-1.1431779,train
2559877,-0.951556,train
5844702,-0.44083047,train
3600914,-0.6437754,train
1297276,-0.5890717,train
1340948,-0.87410897,train
1991146,-1.1063964,train
1849456,-0.1388211,train
3671706,0.02041907,train
4225978,-0.71033585,train
3435951,-1.3194792,train
5489680,-0.15340392,train
2106512,-1.1852316,train
4777944,-0.51473445,train
2413297,-0.38678503,train
2900061,-0.83291584,train
5093498,-0.9064483,train
4588146,-1.261341,train
3781788,-0.04317965,train
2316017,-0.86158454,train
4100307,-0.56527,train
1942313,-1.9204919,train
1120674,-1.2478174,train
2541023,-1.5574474,train
2682025,-0.8806365,train
5037427,-1.5821083,train
5844119,-1.635864,train
5291679,-0.7806193,train
3387611,-1.2815617,train
5859931,-0.8098138,train
2971313,-1.1529742,train
3567751,-0.21622527,train
1198092,-0.76321846,train
1448771,-0.26011798,train
3027849,-0.8445897,train
2525870,-0.77544653,train
4619914,-1.2594956,train
5634472,-1.2820114,train
5230631,-0.5611924,train
4532107,-0.37462753,train
5071658,-0.3822792,train
1764273,-1.1850913,train
4907089,-0.821226,train
1037039,-0.8056056,train
4684260,-0.78541815,train
2085234,0.055739727,train
3128723,-1.0604916,train
1045085,-0.4801481,train
5104536,-1.0563715,train
5146739,-0.3547296,train
2038595,-1.2495787,train
1742802,-0.52581745,train
3424379,-1.0854092,train
1903179,-1.2498542,train
4364845,-0.13317944,train
5609963,-1.1275198,train
3624622,-1.3918495,train
1116464,-1.610217,train
1469076,-1.229908,train
3103016,-0.83744293,train
1380166,-0.54228574,train
2877379,-0.7359206,train
4360390,-1.0106739,train
5232624,-1.6605055,train
5760205,-0.67311054,train
3666554,-1.2274125,train
1398008,-1.1679327,train
3841215,-1.5606569,train
4863576,-1.1345518,train
3954426,-1.2126224,train
3177278,-1.3663496,train
3783511,-1.4842021,train
2588132,-1.0426606,train
4115090,-0.75420964,train
1362655,-0.98576534,train
3224128,-0.38864216,train
3188338,-0.39383793,train
2134546,-0.55474895,train
3929334,-0.10916169,train
4698211,-0.8394218,train
4633250,-0.93526584,train
1617998,-0.6338853,train
1907984,-0.8979007,train
5115270,-0.5184954,train
4069778,-0.75594616,train
1990773,-1.8259283,train
5212773,-0.9620818,train
1908552,-0.61704195,train
5352476,-0.3513422,train
1544566,-1.8631483,train
4585561,-0.77301633,train
2850481,-0.9884434,train
5244727,-1.040228,train
2127791,-1.171784,train
4858341,-1.4115747,train
2178688,-1.0899452,train
1464522,-1.2498542,train
3330105,-1.170624,train
1654461,-0.6010737,train
3013617,-0.8910886,train
4980513,-0.042286064,train
4363751,-1.1718445,train
2451543,-1.2853696,train
5588248,-0.8446811,train
4861296,-1.2479677,train
4750512,-0.27519542,train
3341841,-1.637823,train
1230672,0.30654994,train
4696333,-0.4443356,train
1781282,-0.28985587,train
4448976,-0.26685125,train
2596932,-1.7497839,train
5191313,-1.0517704,train
4333855,-0.18348597,train
3017636,-0.48376364,train
1539970,-1.1152242,train
1980544,-1.6394196,train
2528509,-0.4277802,train
1564267,-1.0561507,train
5600524,-0.7590074,train
2014301,-1.386335,train
5705632,-0.6281752,train
3188079,-0.82202494,train
1176452,-1.2107884,train
5175182,-0.97733295,train
5866631,-1.2235451,train
5538150,-1.2846308,train
5321843,-1.5981944,train
3653024,-1.4151952,train
5752217,-1.2498542,train
3220856,-0.98873246,train
3841191,-1.1904223,train
1538472,-1.3569059,train
2666627,-1.0428036,train
5206548,-0.32207426,train
5119579,-0.04086295,train
2633919,-0.49793175,train
5540600,-0.97169846,train
3980864,-1.7656515,train
5138968,-0.6623797,train
4492055,-0.8109643,train
4978451,-1.2796504,train
3983766,-2.2257864,train
2793764,-1.7667662,train
2562527,-1.1287725,train
3027401,-0.7587407,train
4231845,-0.526151,train
1296901,-1.485761,train
3820596,-0.85074264,train
1095584,-1.097162,train
4529258,-1.1835506,train
2011045,-1.5945128,train
4329186,-1.2498542,train
2518562,-1.3552164,train
3896868,-0.9168071,train
1959744,-1.4299213,train
3272358,-1.2498542,train
2419933,-1.1807839,train
2538892,-0.92256165,train
1352398,-0.049352445,train
2888975,-1.1856407,train
1417918,-0.5161834,train
2720666,-0.7617267,train
2378393,-1.1995823,train
1258003,-1.2498542,train
4471668,-1.2413836,train
4296507,-0.97772944,train
3557770,-0.3567781,train
5033799,-0.72479665,train
2055534,-1.2665015,train
4227867,-1.1303779,train
4659447,-0.0144015895,train
5438400,-1.5772991,train
2324972,-0.15756735,train
5365581,-2.1120338,train
5078027,-0.58155996,train
5877342,-0.57968754,train
2038776,-1.0903071,train
1276873,-0.287966,train
3482916,-1.2861774,train
1702857,-0.5180276,train
3541037,-0.818168,train
3961106,-1.1364359,train
3012073,-0.3984937,train
4829661,-1.2986269,train
3072075,-0.25731558,train
1115261,-0.8131673,train
3472648,-0.7944885,train
4014630,-1.8547016,train
4431288,-1.0847287,train
5065121,-0.8115138,train
3854164,-1.2224859,train
1639762,-1.0167631,train
2486430,-0.17103028,train
1954020,-1.0509285,train
4908086,-0.3156475,train
1022906,0.055688415,train
2394355,-1.1324269,train
2450141,-1.2964627,train
3397601,-1.2986269,train
5485152,-1.2986269,train
2978610,-0.91021377,train
1814863,-0.99077755,train
4739084,-1.2502583,train
1041392,-1.2986269,train
5828992,-1.6923546,train
2885358,-0.33358642,train
4207218,-0.53762317,train
1490901,-1.2986269,train
1583433,-0.93476003,train
2870951,-0.13277328,train
4272942,-0.7154416,train
5170071,-1.5133475,train
5669924,-1.2986269,train
3260180,-0.106270514,train
2785893,-1.2754004,train
5860219,-1.2638595,train
3185085,-0.2863563,train
1129067,0.47431305,train
2714481,-2.0818923,train
1386615,-1.2983342,train
3653735,-1.2986269,train
5242631,-0.81094867,train
2528528,-1.054936,train
2314287,-1.5095297,train
5582744,-0.78863233,train
2727895,-0.28081438,train
4865276,-1.6211764,train
5852424,-2.5813084,train
4781381,-0.09032406,train
3720616,-1.5710865,train
5256282,0.061910477,train
1146648,-0.52755827,train
4271102,-1.2986269,train
2342320,-1.2175705,train
3545151,-0.8275419,train
3943470,-1.2986269,train
2775648,0.11970646,train
3240928,-0.3308434,train
3125657,-1.0008631,train
1235684,-0.60615015,train
2328620,-1.1877702,train
1755117,-0.22044349,train
1957852,-0.7083643,train
4576257,-0.251591,train
5293671,-0.6300476,train
4185380,-1.7053478,train
4509750,-1.2847987,train
2562660,-1.2986269,train
5771530,-0.91725177,train
4973513,-1.4828899,train
4231632,-1.0395863,train
4769093,-1.2314378,train
3775054,-1.3910687,train
1269777,-1.0438117,train
5327311,-1.7001517,train
3537760,-0.64485055,train
1532389,-1.8689526,train
2357084,-1.0161058,train
3089814,-1.1864583,train
3294138,-0.8675546,train
4280543,-0.83249384,train
3253662,-0.29763445,train
3954882,-1.2425796,train
3988149,-2.1409583,train
2989180,-0.7667898,train
3670501,-1.2951833,train
2675846,-0.2380614,train
1256222,-0.05069753,train
1437458,-0.31409827,train
5635548,-0.8609548,train
2933176,-0.2814947,train
4238285,-0.6037334,train
5166576,-1.2149264,train
3020510,-0.10603368,train
3194815,-0.29044423,train
1479204,-1.2432514,train
1334229,-0.3619256,train
1254024,-0.15827234,train
4039975,-0.8397078,train
4138424,-1.4832753,train
3023910,-0.9613729,train
4512269,0.17707752,train
4345601,-0.8341268,train
4655057,-0.2497016,train
5451446,-1.2859695,train
3056111,-0.895141,train
3735551,-0.55759794,train
1731839,-1.5183774,train
1446737,-0.30733427,train
5526780,-2.6030693,train
4790535,-1.1868044,train
4648871,-1.5661488,train
3538218,-0.58941215,train
3741329,-0.1834116,train
3519393,-0.41054127,train
4090419,-0.5084133,train
2571019,-2.130641,train
3861806,-1.2567755,train
3991924,-0.69443566,train
3850556,-0.81237084,train
5803660,-0.89900714,train
5684980,-1.6587374,train
3813183,-0.8386215,train
2748101,-0.7543273,train
1968455,-1.0474788,train
3730805,-1.1066095,train
1835896,-0.9976234,train
5549998,-0.60487777,train
2809664,-0.87142944,train
1693031,-0.7017411,train
5014943,-1.2686955,train
3582684,-0.46702275,train
3750179,-1.8207291,train
3159348,-0.51298445,train
4685933,-0.8257008,train
