Patient ID,Feature 0, Dataset
3178705,0.41063866,train
1518568,0.46685925,train
3145893,0.4604967,train
2568738,0.45571268,train
5614072,0.43534732,train
1050619,0.3944704,train
5547658,0.44568855,train
3338873,0.4641333,train
1618442,0.43079442,train
5752359,0.46074203,train
2010914,0.46629578,train
4921342,0.46271864,train
5004754,0.42295492,train
5130960,0.46558222,train
4875913,0.4747078,train
5225121,0.38939488,train
5175861,0.40191758,train
5153046,0.41464213,train
4549708,0.45431292,train
1205045,0.4747009,train
3085289,0.46505085,train
3307424,0.45013997,train
2067036,0.4759904,train
3322877,0.4263413,train
5278087,0.44554868,train
5081075,0.39665368,train
2138621,0.45822605,train
4575148,0.39336208,train
3763035,0.3894471,train
5359813,0.445993,train
2364028,0.4575489,train
3908378,0.47216564,train
4212048,0.46621108,train
1365780,0.47012484,train
3813987,0.46762565,train
1486210,0.46269172,train
2339875,0.46672872,train
1637298,0.46029726,train
2216966,0.45279998,train
1140298,0.46660006,train
1152858,0.4610399,train
4747506,0.45070407,train
3558067,0.46782833,train
4445294,0.4581215,train
5256907,0.47607955,train
3909512,0.46019775,train
5810707,0.4226765,train
4959025,0.45103365,train
4977413,0.46587107,train
4578448,0.46514213,train
3888475,0.45668653,train
2198901,0.41758484,train
3246635,0.45800436,train
3559919,0.46375036,train
5762697,0.43681455,train
4738562,0.45084268,train
4161662,0.45930788,train
5567321,0.39138806,train
3994754,0.41586348,train
4953353,0.45919496,train
5196115,0.466582,train
5068512,0.46610156,train
1898841,0.46329546,train
4720575,0.46332312,train
3537362,0.41715902,train
1068243,0.4648708,train
2260757,0.45515606,train
3504904,0.4332326,train
4288481,0.46724916,train
4600793,0.45722273,train
3595474,0.45632836,train
2775613,0.46644908,train
3793348,0.47005045,train
3048873,0.46993133,train
1994333,0.45696965,train
3556530,0.48627925,train
2561771,0.47423393,train
1201319,0.45826378,train
1968499,0.43094218,train
3208667,0.47244543,train
5277068,0.47918293,train
1494081,0.4649314,train
1571610,0.44201928,train
5688154,0.36766192,train
2028056,0.46571863,train
5099287,0.4727602,train
5239896,0.46851724,train
4083335,0.46951178,train
2280246,0.4665838,train
2901118,0.46638256,train
5298347,0.47893563,train
5822217,0.45775214,train
2231423,0.45739883,train
1697563,0.36927044,train
1763872,0.45732033,train
2506709,0.47604036,train
5823483,0.45976445,train
2389927,0.45819148,train
1486340,0.4662078,train
5066985,0.46807754,train
4621243,0.45734087,train
3660036,0.46495035,train
1451213,0.4505358,train
4417349,0.4556782,train
2245394,0.41477507,train
1308420,0.4493064,train
2616039,0.46425352,train
3105655,0.46361494,train
4626269,0.4760896,train
4490301,0.37417385,train
3013120,0.45565528,train
1724486,0.45575014,train
5071644,0.47241914,train
1570314,0.48627925,train
1968047,0.40277404,train
3600931,0.4719231,train
3972433,0.46737662,train
3548058,0.4562304,train
3167040,0.4529789,train
5018638,0.46954533,train
2310673,0.46972808,train
4908030,0.4202097,train
2921216,0.44657832,train
1833087,0.4497427,train
5512873,0.47144294,train
1820838,0.45778012,train
2913832,0.46036193,train
1704221,0.4379413,train
3644163,0.44742236,train
5259485,0.45248252,train
5447706,0.36398527,train
4560796,0.46389103,train
3844995,0.46444818,train
3758944,0.46792367,train
2616271,0.4368522,train
1601108,0.46040145,train
4931322,0.45258227,train
3333724,0.4626247,train
4792964,0.4188034,train
4523069,0.48526603,train
5410279,0.46741417,train
3150794,0.45057896,train
1636846,0.47632,train
3935067,0.46182576,train
4124424,0.4624947,train
4911912,0.4624807,train
2714160,0.46199226,train
3675790,0.45816103,train
1424745,0.46124658,train
1234670,0.47270855,train
3066569,0.46475923,train
2146236,0.46398717,train
3584363,0.45527947,train
4094246,0.47025332,train
5597020,0.45371583,train
4119107,0.4558205,train
5514419,0.4709433,train
3932075,0.47564995,train
5109130,0.4500029,train
4286777,0.44484776,train
2658677,0.48430464,train
2762180,0.4435295,train
3079381,0.45495778,train
1721857,0.47554496,train
1796801,0.43183887,train
5159890,0.46499893,train
4632283,0.44251564,train
1299828,0.46721283,train
4742346,0.45906904,train
2441052,0.43155015,train
5444531,0.44892567,train
1148283,0.46093097,train
2964497,0.45336086,train
3450943,0.48029622,train
4088044,0.47532773,train
4843558,0.40844014,train
2280185,0.47157243,train
4565210,0.37784764,train
1613904,0.46514207,train
5109595,0.4425288,train
1390825,0.46022296,train
4334342,0.4565718,train
3384378,0.422737,train
3898980,0.48627925,train
4704589,0.39300177,train
4135409,0.48627925,train
3245819,0.44120714,train
1433639,0.4789838,train
3663075,0.45590913,train
2621554,0.47414893,train
3550888,0.47776145,train
3336387,0.45914283,train
1695291,0.46510795,train
2935149,0.46426114,train
2843039,0.4543187,train
3909496,0.39166367,train
5305317,0.4488335,train
2293370,0.45065784,train
1943464,0.43469834,train
5328366,0.4629698,train
4603880,0.4445695,train
5022041,0.4541486,train
3170495,0.4677171,train
2228859,0.46639472,train
5407206,0.47148323,train
5399174,0.4578187,train
2518789,0.45629188,train
1604328,0.42445254,train
4010306,0.45281664,train
2848654,0.42626455,train
3503251,0.4600847,train
4631812,0.46293873,train
3106120,0.47706425,train
4932986,0.44451785,train
3832560,0.4597668,train
5588709,0.46142733,train
1957072,0.4685056,train
5240672,0.41599515,train
2683932,0.48627925,train
4110383,0.37904927,train
2697766,0.4062073,train
1610761,0.37768218,train
4812904,0.4401141,train
3239530,0.46311617,train
1603035,0.42678487,train
4359627,0.45801952,train
4651927,0.46631187,train
3834448,0.45393708,train
1340924,0.42568582,train
1297939,0.4562265,train
2524730,0.47040337,train
1126029,0.46279258,train
2379388,0.33373475,train
2911893,0.4574928,train
4671428,0.44158283,train
2608720,0.43671447,train
2901492,0.4596693,train
5673780,0.46383756,train
2137518,0.42562047,train
2169980,0.4630053,train
5530190,0.4695568,train
5350697,0.4770457,train
5856859,0.44575483,train
4427542,0.46892995,train
3942142,0.46509665,train
1296265,0.46129104,train
1181965,0.4717789,train
5196166,0.47657397,train
5724798,0.449247,train
1965900,0.47041467,train
3686709,0.47722763,train
3497338,0.46568426,train
4147230,0.44836098,train
2063965,0.45437232,train
4124455,0.4092954,train
2697604,0.4638097,train
1382230,0.46722662,train
1351621,0.44564134,train
4505341,0.45487335,train
1385103,0.4671968,train
1780784,0.46574113,train
5691252,0.45506763,train
3875833,0.45156255,train
3488228,0.45603448,train
1899159,0.45397842,train
4753359,0.44943628,train
5004658,0.45880443,train
2429064,0.4668806,train
3970154,0.43428028,train
2637446,0.44093522,train
3676153,0.4669853,train
5024517,0.4874739,train
3695787,0.45443204,train
1374542,0.456431,train
4487268,0.4515362,train
5141164,0.4641718,train
4573462,0.47231477,train
3848787,0.4620105,train
1200380,0.4327567,train
3990286,0.47458926,train
4315405,0.45746264,train
1171075,0.4820629,train
4746265,0.39324018,train
4039062,0.47277606,train
4869191,0.4693283,train
2049992,0.47718194,train
5306161,0.44658107,train
5574533,0.45128718,train
2447245,0.4650784,train
2271072,0.45704868,train
2676761,0.481519,train
3046288,0.46120283,train
1930336,0.43772265,train
3042039,0.45255986,train
5392890,0.45735547,train
5779601,0.4574546,train
3244130,0.47280458,train
3441017,0.45399827,train
5002439,0.44671127,train
1226694,0.45034495,train
3684063,0.4550743,train
3486553,0.4576042,train
2257300,0.46573925,train
5334973,0.45514023,train
4943349,0.46187454,train
3286358,0.4708937,train
1693715,0.4603184,train
2150277,0.45836976,train
2433733,0.47191885,train
2993383,0.45588595,train
3647571,0.4601275,train
4264007,0.46668476,train
4083773,0.46752346,train
1605944,0.46637163,train
3171046,0.3853283,train
5465276,0.46150678,train
4930743,0.4792652,train
5596217,0.43185735,train
3552709,0.39686757,train
3781432,0.45720693,train
3230845,0.45619136,train
3410287,0.44319868,train
2523908,0.46542785,train
5735358,0.43343583,train
5086770,0.44711402,train
5841809,0.47472826,train
4963089,0.46915045,train
4463763,0.46934977,train
2850969,0.46564156,train
2023925,0.46139935,train
3823962,0.4630384,train
3885657,0.47196022,train
5481780,0.37712848,train
1248149,0.47553897,train
5368292,0.4268238,train
5189934,0.46271098,train
4412288,0.3948847,train
5458977,0.4639309,train
5086342,0.4516967,train
4208429,0.48627925,train
3836590,0.4553658,train
5674355,0.45944712,train
5545958,0.4769095,train
5564478,0.46431223,train
2795887,0.46038774,train
5848556,0.44230655,train
3464372,0.45626742,train
5532366,0.46110424,train
1633344,0.46938452,train
3776104,0.4470229,train
2949646,0.48627925,train
1991277,0.46531478,train
1525536,0.4679383,train
2559877,0.45596266,train
5844702,0.43317068,train
3600914,0.4552502,train
1297276,0.44226438,train
1340948,0.4609181,train
1991146,0.4598431,train
1849456,0.4625616,train
3671706,0.44611868,train
4225978,0.46590698,train
3435951,0.47409138,train
5489680,0.4562797,train
2106512,0.48371464,train
4777944,0.44527748,train
2413297,0.4841037,train
2900061,0.4555713,train
5093498,0.4675252,train
4588146,0.4068253,train
3781788,0.46185914,train
2316017,0.46318075,train
4100307,0.45374593,train
1942313,0.47278607,train
1120674,0.4501202,train
2541023,0.46769,train
2682025,0.47094056,train
5037427,0.4592129,train
5844119,0.47396934,train
5291679,0.41288882,train
3387611,0.48323405,train
5859931,0.44027612,train
2971313,0.44108564,train
3567751,0.4566336,train
1198092,0.45927283,train
1448771,0.46445653,train
3027849,0.43954512,train
2525870,0.46524122,train
4619914,0.4193575,train
5634472,0.48627925,train
5230631,0.44290358,train
4532107,0.44315687,train
5071658,0.47525948,train
1764273,0.45044562,train
4907089,0.46915388,train
1037039,0.4694001,train
4684260,0.45902362,train
2085234,0.4702087,train
3128723,0.42562386,train
1045085,0.43399718,train
5104536,0.44879812,train
5146739,0.47032934,train
2038595,0.36550814,train
1742802,0.44089836,train
3424379,0.45467064,train
1903179,0.41638193,train
4364845,0.44790524,train
5609963,0.45797774,train
3624622,0.454927,train
1116464,0.46243596,train
1469076,0.45871478,train
3103016,0.44527352,train
1380166,0.45643786,train
2877379,0.48383018,train
4360390,0.45004272,train
5232624,0.47146383,train
5760205,0.4712658,train
3666554,0.42505354,train
1398008,0.4656496,train
3841215,0.4615596,train
4863576,0.4353167,train
3954426,0.43779805,train
3177278,0.4664609,train
3783511,0.46788475,train
2588132,0.4169708,train
4115090,0.4291631,train
1362655,0.44811416,train
3224128,0.4609449,train
3188338,0.46011567,train
2134546,0.45715284,train
3929334,0.45523646,train
4698211,0.46341297,train
4633250,0.42332268,train
1617998,0.45600468,train
1907984,0.46937907,train
5115270,0.4590298,train
4069778,0.4769062,train
1990773,0.46622923,train
5212773,0.47344607,train
1908552,0.46518958,train
5352476,0.4610852,train
1544566,0.4634386,train
4585561,0.46956357,train
2850481,0.46059674,train
5244727,0.46849963,train
2127791,0.45371658,train
4858341,0.46456695,train
2178688,0.45885038,train
1464522,0.48627925,train
3330105,0.45507866,train
1654461,0.4334835,train
3013617,0.46451998,train
4980513,0.45337576,train
4363751,0.44388917,train
2451543,0.47168097,train
5588248,0.46199146,train
4861296,0.36754164,train
4750512,0.4689271,train
3341841,0.46613377,train
1230672,0.45732343,train
4696333,0.45526427,train
1781282,0.47207162,train
4448976,0.46839908,train
2596932,0.4653592,train
5191313,0.46746007,train
4333855,0.47033477,train
3017636,0.46178845,train
1539970,0.41524085,train
1980544,0.4598035,train
2528509,0.43056467,train
1564267,0.4698421,train
5600524,0.46899155,train
2014301,0.4749979,train
5705632,0.45626616,train
3188079,0.47111765,train
1176452,0.45830208,train
5175182,0.4526525,train
5866631,0.43288636,train
5538150,0.4556874,train
5321843,0.45679128,train
3653024,0.47312567,train
5752217,0.48457226,train
3220856,0.47727785,train
3841191,0.44547924,train
1538472,0.46392244,train
2666627,0.45360428,train
5206548,0.45869744,train
5119579,0.42450902,train
2633919,0.4655417,train
5540600,0.47598347,train
3980864,0.46560058,train
5138968,0.47433162,train
4492055,0.42957598,train
4978451,0.4633111,train
3983766,0.4662825,train
2793764,0.46894306,train
2562527,0.45906276,train
3027401,0.45988905,train
4231845,0.47255194,train
1296901,0.48029476,train
3820596,0.45560142,train
1095584,0.46581057,train
4529258,0.38924578,train
2011045,0.47009474,train
4329186,0.48627925,train
2518562,0.46213517,train
3896868,0.45897064,train
1959744,0.47128332,train
3272358,0.48727596,train
2419933,0.45579657,train
2538892,0.44742677,train
1352398,0.44886997,train
2888975,0.45909056,train
1417918,0.45382193,train
2720666,0.44535917,train
2378393,0.4041916,train
1258003,0.48627925,train
4471668,0.43018103,train
4296507,0.46360227,train
3557770,0.47518253,train
5033799,0.43366155,train
2055534,0.46446723,train
4227867,0.42886594,train
4659447,0.45281234,train
5438400,0.46573615,train
2324972,0.45040786,train
5365581,0.4574388,train
5078027,0.42571974,train
5877342,0.42256948,train
2038776,0.45873168,train
1276873,0.4430429,train
3482916,0.45861202,train
1702857,0.47440335,train
3541037,0.47323626,train
3961106,0.46415365,train
3012073,0.4163653,train
4829661,0.48627925,train
3072075,0.46164048,train
1115261,0.47005495,train
3472648,0.45653024,train
4014630,0.4690418,train
4431288,0.4596164,train
5065121,0.4520356,train
3854164,0.47974014,train
1639762,0.4630268,train
2486430,0.453392,train
1954020,0.46619636,train
4908086,0.45363313,train
1022906,0.46280414,train
2394355,0.40566465,train
2450141,0.44340667,train
3397601,0.48627925,train
5485152,0.48627925,train
2978610,0.4669947,train
1814863,0.4772217,train
4739084,0.43985006,train
1041392,0.48627925,train
5828992,0.47203922,train
2885358,0.47136518,train
4207218,0.45737952,train
1490901,0.48627925,train
1583433,0.48305798,train
2870951,0.4585846,train
4272942,0.47343236,train
5170071,0.46893454,train
5669924,0.48627925,train
3260180,0.4183371,train
2785893,0.46476093,train
5860219,0.46573836,train
3185085,0.45331743,train
1129067,0.45347652,train
2714481,0.46884075,train
1386615,0.35715857,train
3653735,0.48627925,train
5242631,0.44280702,train
2528528,0.46429378,train
2314287,0.46068507,train
5582744,0.4663222,train
2727895,0.47048047,train
4865276,0.45829043,train
5852424,0.4690317,train
4781381,0.46140492,train
3720616,0.4630037,train
5256282,0.45562023,train
1146648,0.42770144,train
4271102,0.36283875,train
2342320,0.47007817,train
3545151,0.44713563,train
3943470,0.40597942,train
2775648,0.4591308,train
3240928,0.4652624,train
3125657,0.43830824,train
1235684,0.45642343,train
2328620,0.44907355,train
1755117,0.45580155,train
1957852,0.45993352,train
4576257,0.457786,train
5293671,0.4483873,train
4185380,0.4578337,train
4509750,0.46632442,train
2562660,0.372038,train
5771530,0.45335263,train
4973513,0.4688018,train
4231632,0.4407224,train
4769093,0.38970244,train
3775054,0.46648034,train
1269777,0.43137574,train
5327311,0.48469022,train
3537760,0.40600774,train
1532389,0.45298514,train
2357084,0.4794058,train
3089814,0.409727,train
3294138,0.47091314,train
4280543,0.47109103,train
3253662,0.4593172,train
3954882,0.37959278,train
3988149,0.46196753,train
2989180,0.45906302,train
3670501,0.42815718,train
2675846,0.47239152,train
1256222,0.4597171,train
1437458,0.46230364,train
5635548,0.45154405,train
2933176,0.47403017,train
4238285,0.46357304,train
5166576,0.4555666,train
3020510,0.46252236,train
3194815,0.44602323,train
1479204,0.46942672,train
1334229,0.4493457,train
1254024,0.44866872,train
4039975,0.43312833,train
4138424,0.46981877,train
3023910,0.45542562,train
4512269,0.4572189,train
4345601,0.4591011,train
4655057,0.45837837,train
5451446,0.42725953,train
3056111,0.45720297,train
3735551,0.4620082,train
1731839,0.46041176,train
1446737,0.46660328,train
5526780,0.4602031,train
4790535,0.42963615,train
4648871,0.48125207,train
3538218,0.42167556,train
3741329,0.45609453,train
3519393,0.45516017,train
4090419,0.46282265,train
2571019,0.46513033,train
3861806,0.35977128,train
3991924,0.4558641,train
3850556,0.45202896,train
5803660,0.46152076,train
5684980,0.46010602,train
3813183,0.46768063,train
2748101,0.46565536,train
1968455,0.4448748,train
3730805,0.46646297,train
1835896,0.43799743,train
5549998,0.47527662,train
2809664,0.4586792,train
1693031,0.45001033,train
5014943,0.46174005,train
3582684,0.45689222,train
3750179,0.4629942,train
3159348,0.46548018,train
4685933,0.4564226,train
2867378,0.46728578,train
5717428,0.45487353,train
1935293,0.4515817,train
4920815,0.47009972,train
1921679,0.43926716,train
5284973,0.4655341,train
1246610,0.46735466,train
5515469,0.42917252,train
5489758,0.45772162,train
3133024,0.46615255,train
2964708,0.46360135,train
2753609,0.45758995,train
1915665,0.4669709,train
1281129,0.35166666,train
1165845,0.4495132,train
5536429,0.45262542,train
1920804,0.46806392,train
3138839,0.46399397,train
1444798,0.39727286,train
5500811,0.47511533,train
3209180,0.4827477,train
3045230,0.45464155,train
2384907,0.38124806,train
4630231,0.42172322,train
1052481,0.46285006,train
1993716,0.46380246,train
2709854,0.46097904,train
4282426,0.48627925,train
2066444,0.41748402,train
1476222,0.4645568,train
4287613,0.47502825,train
4175981,0.45315775,train
2661222,0.46989098,train
5324330,0.45861936,train
2845607,0.37669832,train
2347706,0.47002748,train
3435278,0.45632765,train
1858318,0.4680029,train
3523081,0.47785193,train
3016805,0.46685392,train
1952818,0.46331868,train
1050173,0.46975112,train
5580413,0.4459111,train
4966135,0.4662191,train
3250309,0.44335812,train
2635819,0.46874493,train
3432471,0.46359992,train
3865701,0.41969433,train
5719144,0.45965844,train
4755623,0.48627925,train
1171678,0.47844347,train
1889941,0.46025687,train
5364216,0.45886096,train
4529551,0.46517327,train
4858159,0.4702846,train
4843708,0.4536335,train
2403000,0.46057516,train
4175480,0.4575458,train
4644942,0.48627925,train
2927538,0.48627925,train
2204897,0.38841635,train
3606008,0.4621256,train
4861487,0.45928004,train
1169922,0.4531082,train
1945174,0.46952912,train
2464490,0.4665127,train
2344962,0.47533754,train
1863831,0.40580416,train
3184623,0.39374274,train
5633267,0.41077825,train
4866701,0.47163138,train
1785386,0.4498532,train
1749872,0.4468578,train
5657948,0.4558437,train
2106170,0.46880418,train
2437729,0.4690654,train
3575372,0.46791363,train
3035486,0.46810424,train
3706608,0.43143082,train
2061628,0.46762246,train
2629101,0.45908055,train
5437800,0.48627925,train
3857041,0.4689769,train
1740598,0.47575587,train
3638600,0.42047438,train
1400090,0.48627925,train
3853873,0.4332723,train
3527464,0.4747492,train
5703243,0.4711738,train
2307008,0.46382582,train
3889116,0.47372714,train
5029582,0.4721189,train
3561981,0.44866166,train
5596316,0.4682723,train
3785790,0.47597697,train
2981266,0.47591323,train
2666924,0.4631811,train
1534432,0.41983965,train
2736923,0.4549531,train
3472807,0.42709765,train
3655189,0.46334535,train
4569747,0.45136338,train
4048773,0.4478107,train
4248245,0.46427512,train
3188961,0.47017142,train
5466137,0.4318451,train
5563515,0.4597716,train
3971639,0.4599373,train
4386804,0.4555145,train
5630848,0.43180054,train
5868857,0.462624,train
4076735,0.43923762,train
5206567,0.4487713,train
3063845,0.47397435,train
3739552,0.470425,train
2566541,0.4672895,train
1046049,0.46062183,train
3516276,0.45355535,train
2591140,0.46574688,train
3515541,0.47194675,train
4501218,0.47735044,train
3193081,0.46728238,train
4210556,0.45864618,train
4304505,0.45184642,train
1825882,0.40896136,train
2764375,0.4647726,train
1429183,0.46312526,train
1528023,0.4458873,train
4830927,0.48627925,train
4726052,0.48627925,train
5762564,0.45151362,train
2258758,0.46876544,train
2335410,0.45996273,train
3830405,0.47458977,train
4619906,0.45826316,train
2770189,0.43917376,train
2869639,0.47230542,train
1801692,0.4677543,train
4704679,0.44076347,train
2734713,0.45827028,train
4409883,0.4486137,train
2775807,0.44858888,train
2343833,0.45364094,train
1762051,0.4791073,train
4824686,0.4638027,train
1137105,0.46883738,train
2430513,0.37482205,train
4567262,0.45172653,train
2132066,0.4726996,train
5786702,0.46892235,train
5232368,0.45645747,train
1989870,0.4623425,train
5466166,0.4705493,train
5349845,0.46668807,train
3439233,0.4601074,train
1361892,0.44238976,train
2724479,0.47082222,train
4775072,0.46081325,train
4312520,0.46009234,train
4098471,0.46756443,train
1899116,0.46142888,train
1350928,0.4628648,train
4474726,0.4644623,train
2099558,0.46383694,train
3278031,0.46501133,train
3469055,0.46514812,train
4184152,0.4766448,train
2448266,0.45389825,train
4807015,0.4616963,train
1378294,0.47397575,train
3514709,0.3541214,train
2950011,0.39352822,train
3568744,0.4646788,train
3997827,0.47365478,train
1813528,0.47232634,train
3243068,0.4743675,train
5150646,0.47396037,train
3592509,0.46929023,train
4085869,0.46092272,train
4244658,0.37832966,train
4426585,0.4524916,train
2929664,0.41896084,train
2803264,0.45906293,train
2385216,0.45786208,train
2187906,0.46091676,train
5788282,0.46513978,train
2645358,0.47091222,train
2962487,0.3858454,train
2988060,0.4498404,train
1785761,0.46380207,train
4166234,0.4688887,train
1937094,0.46840283,train
1434867,0.46939808,train
1973006,0.4661516,train
1192214,0.44959635,train
4337104,0.45545474,train
2003758,0.3462251,train
3671250,0.3853313,train
5337643,0.46548694,train
5621638,0.42010552,train
1654041,0.46776578,train
4625836,0.46023256,train
1144897,0.4586532,train
3228369,0.41492784,train
2569983,0.39632973,train
4971720,0.44933477,train
4312681,0.43706816,train
1371570,0.47292387,train
4780262,0.4288831,train
5817263,0.4532182,train
5853966,0.4802722,train
2568427,0.46470976,train
5104354,0.4691552,train
3372381,0.45418698,train
3159841,0.4545873,train
3152505,0.46261472,train
1973374,0.45616576,train
2035226,0.47980514,train
5484535,0.46778402,train
5207584,0.4563418,train
4464715,0.46178153,train
4496473,0.44169515,train
3778091,0.44876188,train
1137198,0.4587934,train
2072025,0.4580852,train
2946975,0.46607736,train
2382041,0.4646788,train
4650164,0.4512281,train
2968216,0.46642515,train
2937805,0.46823895,train
3582590,0.46178812,train
1984072,0.38892615,train
1480670,0.4147709,train
4327166,0.46239388,train
5323039,0.4661819,train
4777322,0.43803006,train
5267845,0.471714,train
2654849,0.45832136,train
5423083,0.47714692,train
5667997,0.47136712,train
4870585,0.4372591,train
2857662,0.4709034,train
3384062,0.4517308,train
4420679,0.48724106,train
3835389,0.4434374,train
3652851,0.43577257,train
1334614,0.3682449,train
4921079,0.46567672,train
5135431,0.4654607,train
