Subject ID,feature value,Dataset
3935067,0.45023522,train
4124424,0.4549848,train
4911912,0.46222693,train
2714160,0.47365567,train
3675790,0.4632096,train
1424745,0.46614823,train
1234670,0.4707432,train
3066569,0.4651145,train
2146236,0.46785203,train
3584363,0.4687511,train
4094246,0.46965042,train
5597020,0.4557867,train
4119107,0.45913282,train
5514419,0.47192866,train
3932075,0.47050866,train
5109130,0.45213178,train
4286777,0.4444727,train
2658677,0.4878897,train
2762180,0.44388977,train
3079381,0.46226737,train
1721857,0.47461662,train
1796801,0.42998663,train
5159890,0.46363398,train
4632283,0.44070628,train
1299828,0.4683,train
4742346,0.45889622,train
2441052,0.4347922,train
5444531,0.44945285,train
1148283,0.4608201,train
2964497,0.46453556,train
3450943,0.4797005,train
4088044,0.47475383,train
4843558,0.39454764,train
2280185,0.47101304,train
4565210,0.37769574,train
1613904,0.46634308,train
5109595,0.44408563,train
1390825,0.4575558,train
4334342,0.4520926,train
3384378,0.42593732,train
3898980,0.48627934,train
4704589,0.3936109,train
4135409,0.48627934,train
3245819,0.44359747,train
1433639,0.4842805,train
3663075,0.45852667,train
2621554,0.4725853,train
3550888,0.46716896,train
3336387,0.45804706,train
1695291,0.45836464,train
2935149,0.46069923,train
2843039,0.4497537,train
3909496,0.39130387,train
5305317,0.45824152,train
2293370,0.4475579,train
1943464,0.4372774,train
5328366,0.46372333,train
4603880,0.44046137,train
5022041,0.45458415,train
3170495,0.47426566,train
2228859,0.46238628,train
5407206,0.47861537,train
5399174,0.45978126,train
2518789,0.46527472,train
1604328,0.4247444,train
4010306,0.44797236,train
2848654,0.42605728,train
3503251,0.46391097,train
4631812,0.46108675,train
3106120,0.47493127,train
4932986,0.44383445,train
3832560,0.46029106,train
5588709,0.46476656,train
1957072,0.46960258,train
5240672,0.40088865,train
2683932,0.48627934,train
4110383,0.388975,train
2697766,0.4087831,train
1610761,0.37320963,train
4812904,0.43713185,train
3239530,0.4768853,train
1603035,0.4245773,train
4359627,0.46222642,train
4651927,0.4699265,train
3834448,0.45626912,train
1340924,0.42690173,train
1297939,0.46568114,train
2524730,0.46286672,train
1126029,0.46615782,train
2379388,0.38686752,train
2911893,0.4496951,train
4671428,0.4465961,train
2608720,0.4456311,train
2901492,0.45894474,train
5673780,0.4562206,train
2137518,0.4256205,train
2169980,0.46355677,train
5530190,0.46648258,train
5350697,0.46750173,train
5856859,0.45440277,train
4427542,0.45316452,train
3942142,0.46288353,train
1296265,0.45945734,train
1181965,0.471198,train
5196166,0.46753305,train
5724798,0.4529834,train
1965900,0.47154853,train
3686709,0.47761926,train
3497338,0.4674519,train
4147230,0.44795462,train
2063965,0.44884926,train
4124455,0.40770632,train
2697604,0.45152703,train
1382230,0.45658407,train
1351621,0.45178503,train
4505341,0.46311268,train
1385103,0.46832797,train
1780784,0.46635202,train
5691252,0.45633608,train
3875833,0.4610695,train
3488228,0.45429286,train
1899159,0.44457525,train
4753359,0.4450279,train
5004658,0.46074483,train
2429064,0.46480426,train
3970154,0.43445832,train
2637446,0.4432231,train
3676153,0.47491938,train
5024517,0.47759977,train
3695787,0.45984226,train
1374542,0.46792635,train
4487268,0.45734802,train
5141164,0.47032452,train
4573462,0.47676513,train
3848787,0.47375968,train
1200380,0.43309417,train
3990286,0.46812662,train
4315405,0.45178857,train
1171075,0.48591945,train
4746265,0.39587644,train
4039062,0.4683353,train
4869191,0.47810116,train
2049992,0.46838337,train
5306161,0.433021,train
5574533,0.44767612,train
2447245,0.4645749,train
2271072,0.46718884,train
2676761,0.47864643,train
3046288,0.45924768,train
1930336,0.43636224,train
3042039,0.4573826,train
5392890,0.46350393,train
5779601,0.4577827,train
3244130,0.471934,train
3441017,0.45612535,train
5002439,0.44830027,train
1226694,0.45670086,train
3684063,0.45940587,train
3486553,0.46234804,train
2257300,0.47234195,train
5334973,0.4452986,train
4943349,0.47188655,train
3286358,0.47522455,train
1693715,0.449212,train
2150277,0.46650752,train
2433733,0.46702626,train
2993383,0.46072546,train
3647571,0.4539657,train
4264007,0.4712387,train
4083773,0.46763793,train
1605944,0.4788447,train
3171046,0.39665455,train
5465276,0.4700003,train
4930743,0.48165002,train
5596217,0.4421487,train
3552709,0.39229125,train
3781432,0.4555792,train
3230845,0.45225683,train
3410287,0.44060805,train
2523908,0.46975523,train
5735358,0.4304643,train
5086770,0.4502019,train
5841809,0.46943712,train
4963089,0.46448842,train
4463763,0.4673427,train
2850969,0.4701385,train
2023925,0.4558081,train
3823962,0.4651402,train
3885657,0.47000208,train
5481780,0.37499067,train
1248149,0.47373018,train
5368292,0.4250102,train
5189934,0.46227023,train
4412288,0.405973,train
5458977,0.47103366,train
5086342,0.45114788,train
4208429,0.48627934,train
3836590,0.45755473,train
5674355,0.45798317,train
5545958,0.47315553,train
5564478,0.46238527,train
2795887,0.45621625,train
5848556,0.44958457,train
3464372,0.46040726,train
5532366,0.4535593,train
1633344,0.46102753,train
3776104,0.44055143,train
2949646,0.48627934,train
1991277,0.46343476,train
1525536,0.4689569,train
2559877,0.45766744,train
5844702,0.43293336,train
3600914,0.46243098,train
1297276,0.45539913,train
1340948,0.4715905,train
1991146,0.45850328,train
1849456,0.47567984,train
3671706,0.44351748,train
4225978,0.46639642,train
3435951,0.47166306,train
5489680,0.4585399,train
2106512,0.4844932,train
4777944,0.44870093,train
2413297,0.47261754,train
2900061,0.4661037,train
5093498,0.45690456,train
4588146,0.40634695,train
3781788,0.46331307,train
2316017,0.45836216,train
4100307,0.44605404,train
1942313,0.47314793,train
1120674,0.44886914,train
2541023,0.46880764,train
2682025,0.46394533,train
5037427,0.45930666,train
5844119,0.46815094,train
5291679,0.43044478,train
3387611,0.4894104,train
5859931,0.43636957,train
2971313,0.439566,train
3567751,0.45647445,train
1198092,0.45422548,train
1448771,0.48061186,train
3027849,0.44397512,train
2525870,0.46344468,train
4619914,0.43575576,train
5634472,0.48627934,train
5230631,0.437582,train
4532107,0.44102034,train
5071658,0.46331406,train
1764273,0.44380268,train
4907089,0.47230297,train
1037039,0.46280053,train
4684260,0.45901743,train
2085234,0.45386872,train
3128723,0.4306558,train
1045085,0.42836624,train
5104536,0.4453926,train
5146739,0.46391672,train
2038595,0.36372343,train
1742802,0.43636367,train
3424379,0.45911315,train
1903179,0.4163819,train
4364845,0.4544049,train
5609963,0.4574189,train
3624622,0.45456138,train
1116464,0.46680838,train
1469076,0.45574576,train
3103016,0.4422559,train
1380166,0.4543849,train
2877379,0.4713679,train
4360390,0.45006272,train
5232624,0.46337637,train
5760205,0.4692517,train
3666554,0.43429047,train
1398008,0.48496684,train
3841215,0.45639038,train
4863576,0.43815526,train
3954426,0.43996945,train
3177278,0.46340385,train
3783511,0.47836915,train
2588132,0.41910616,train
4115090,0.43733183,train
1362655,0.45396614,train
3224128,0.4600043,train
3188338,0.4599652,train
2134546,0.46411133,train
3929334,0.45790616,train
4698211,0.46310812,train
4633250,0.4200525,train
1617998,0.45610243,train
1907984,0.46985725,train
5115270,0.45674148,train
4069778,0.4698195,train
1990773,0.46350208,train
5212773,0.47830242,train
1908552,0.46596673,train
5352476,0.4671308,train
1544566,0.46870133,train
4585561,0.4682555,train
2850481,0.4629098,train
5244727,0.46512428,train
2127791,0.45958233,train
4858341,0.46524385,train
2178688,0.46173683,train
1464522,0.48627934,train
3330105,0.4616875,train
1654461,0.4391913,train
3013617,0.46724612,train
4980513,0.45486245,train
4363751,0.4392094,train
2451543,0.47439387,train
5588248,0.45885333,train
4861296,0.39349943,train
4750512,0.46473256,train
3341841,0.46805367,train
1230672,0.45639077,train
4696333,0.4520617,train
1781282,0.4661657,train
4448976,0.46319428,train
2596932,0.46762994,train
5191313,0.4613905,train
4333855,0.47118092,train
3017636,0.47663695,train
1539970,0.4201412,train
1980544,0.46269378,train
2528509,0.42806858,train
1564267,0.46808717,train
5600524,0.46576938,train
2014301,0.47232613,train
5705632,0.46066418,train
3188079,0.47038934,train
1176452,0.46913442,train
5175182,0.45132452,train
5866631,0.4329727,train
5538150,0.46526912,train
5321843,0.4627222,train
3653024,0.4734659,train
5752217,0.48627934,train
3220856,0.4728107,train
3841191,0.44858202,train
1538472,0.46070772,train
2666627,0.45228252,train
5206548,0.4567882,train
5119579,0.4268794,train
2633919,0.4543323,train
5540600,0.4779497,train
3980864,0.45945933,train
5138968,0.46721035,train
4492055,0.4247269,train
4978451,0.4629721,train
3983766,0.4582257,train
2793764,0.47401103,train
2562527,0.4584308,train
3027401,0.45754522,train
4231845,0.47795063,train
1296901,0.4705753,train
3820596,0.45808357,train
1095584,0.46952477,train
4529258,0.38337836,train
2011045,0.47631058,train
4329186,0.48627934,train
2518562,0.462553,train
3896868,0.4646702,train
1959744,0.473907,train
3272358,0.49016285,train
2419933,0.4663362,train
2538892,0.44446987,train
1352398,0.4467234,train
2888975,0.45525536,train
1417918,0.45941964,train
2720666,0.44325557,train
2378393,0.39703634,train
1258003,0.48627934,train
4471668,0.43635607,train
4296507,0.4611846,train
3557770,0.47631225,train
5033799,0.4321418,train
2055534,0.4747186,train
4227867,0.43289858,train
4659447,0.45435244,train
5438400,0.45440087,train
2324972,0.4475202,train
5365581,0.45625076,train
5078027,0.43137163,train
5877342,0.42059186,train
2038776,0.4619618,train
1276873,0.4440373,train
3482916,0.47124332,train
1702857,0.4715155,train
3541037,0.47781625,train
3961106,0.46514925,train
3012073,0.39502543,train
4829661,0.46584335,train
3072075,0.4651722,train
1115261,0.47552922,train
3472648,0.46237764,train
4014630,0.47065833,train
4431288,0.46321577,train
5065121,0.43887964,train
3854164,0.47765157,train
1639762,0.45850083,train
2486430,0.44739142,train
1954020,0.47007224,train
4908086,0.44625232,train
1022906,0.462388,train
2394355,0.4085504,train
2450141,0.39987752,train
3397601,0.48627934,train
5485152,0.48627934,train
2978610,0.4618073,train
1814863,0.47565255,train
4739084,0.44845375,train
1041392,0.48627934,train
5828992,0.46931753,train
2885358,0.46979913,train
4207218,0.45596215,train
1490901,0.48627934,train
1583433,0.48061848,train
2870951,0.45759532,train
4272942,0.46836036,train
5170071,0.46308896,train
5669924,0.48627934,train
3260180,0.4137687,train
2785893,0.46488377,train
5860219,0.46179387,train
3185085,0.45412257,train
1129067,0.44904563,train
2714481,0.45571026,train
1386615,0.36496672,train
3653735,0.48627934,train
5242631,0.44200167,train
2528528,0.46463624,train
2314287,0.45372424,train
5582744,0.45972484,train
2727895,0.4713851,train
4865276,0.45425406,train
5852424,0.4690918,train
4781381,0.4615778,train
3720616,0.45636943,train
5256282,0.45052096,train
1146648,0.42984655,train
4271102,0.36048037,train
2342320,0.47373536,train
3545151,0.44982657,train
3943470,0.4001022,train
2775648,0.46040735,train
3240928,0.46084064,train
3125657,0.44172463,train
1235684,0.47161248,train
2328620,0.45491743,train
1755117,0.46042094,train
1957852,0.45139986,train
4576257,0.4650078,train
5293671,0.45041928,train
4185380,0.46084127,train
4509750,0.47327796,train
2562660,0.34979102,train
5771530,0.46718544,train
4973513,0.47053948,train
4231632,0.44416136,train
4769093,0.3855605,train
3775054,0.46148047,train
1269777,0.43934366,train
5327311,0.4833936,train
3537760,0.4044216,train
1532389,0.45108113,train
2357084,0.47450826,train
3089814,0.4139877,train
3294138,0.46452174,train
4280543,0.47862765,train
3253662,0.45590597,train
3954882,0.37478796,train
3988149,0.4674535,train
2989180,0.46652922,train
3670501,0.4235496,train
2675846,0.47150844,train
1256222,0.46206746,train
1437458,0.46472692,train
5635548,0.45035222,train
2933176,0.47012797,train
4238285,0.46129528,train
5166576,0.457904,train
3020510,0.46273038,train
3194815,0.45212466,train
1479204,0.46333614,train
1334229,0.4485597,train
1254024,0.44509408,train
4039975,0.4191014,train
4138424,0.47227058,train
3023910,0.461657,train
4512269,0.46212667,train
4345601,0.46274427,train
4655057,0.4612021,train
5451446,0.41208467,train
3056111,0.45571002,train
3735551,0.45806116,train
1731839,0.46350235,train
1446737,0.45934334,train
5526780,0.46350995,train
4790535,0.42532822,train
4648871,0.46613747,train
3538218,0.42601857,train
3741329,0.459351,train
3519393,0.4609333,train
4090419,0.45653012,train
2571019,0.46294162,train
3861806,0.36187762,train
3991924,0.45434138,train
3850556,0.4536162,train
5803660,0.46140665,train
5684980,0.4575805,train
3813183,0.45972744,train
2748101,0.47070026,train
1968455,0.44436422,train
3730805,0.4680886,train
1835896,0.43953988,train
5549998,0.47680327,train
2809664,0.4643111,train
1693031,0.45111603,train
5014943,0.45100838,train
3582684,0.45999607,train
3750179,0.47470203,train
3159348,0.4679689,train
4685933,0.45656875,train
2867378,0.46382847,train
5717428,0.45783195,train
1935293,0.45979598,train
4920815,0.46547332,train
1921679,0.44832078,train
5284973,0.46930507,train
1246610,0.46799654,train
5515469,0.43183348,train
5489758,0.4584098,train
3133024,0.46935466,train
2964708,0.47035614,train
2753609,0.46322832,train
1915665,0.4715477,train
1281129,0.35369307,train
1165845,0.45034692,train
5536429,0.45583668,train
1920804,0.46881482,train
3138839,0.45534986,train
1444798,0.40151408,train
5500811,0.47042385,train
3209180,0.47257432,train
3045230,0.45191997,train
2384907,0.38729396,train
4630231,0.42151514,train
1052481,0.46095368,train
1993716,0.46543735,train
2709854,0.4544581,train
4282426,0.48627934,train
2066444,0.4163007,train
1476222,0.46172103,train
4287613,0.4701572,train
4175981,0.4544582,train
2661222,0.462275,train
5324330,0.4622937,train
2845607,0.37734333,train
2347706,0.46770778,train
3435278,0.4712864,train
1858318,0.46141192,train
3523081,0.47526032,train
3016805,0.47256428,train
1952818,0.4636627,train
1050173,0.4766955,train
5580413,0.45155716,train
4966135,0.46801963,train
3250309,0.44518661,train
2635819,0.46700668,train
3432471,0.46766144,train
3865701,0.41834596,train
5719144,0.46523717,train
4755623,0.48627934,train
1171678,0.47557408,train
1889941,0.46232042,train
5364216,0.46005693,train
4529551,0.46920633,train
4858159,0.47431526,train
4843708,0.45117608,train
2403000,0.46313867,train
4175480,0.45652536,train
4644942,0.48627934,train
2927538,0.48627934,train
2204897,0.41203544,train
3606008,0.46519428,train
4861487,0.4536681,train
1169922,0.4511942,train
1945174,0.4674805,train
2464490,0.46191365,train
2344962,0.46985736,train
1863831,0.3940925,train
3184623,0.39496085,train
5633267,0.41050997,train
4866701,0.46836624,train
1785386,0.44772425,train
1749872,0.45782328,train
5657948,0.45513394,train
2106170,0.4706655,train
2437729,0.4722148,train
3575372,0.46914437,train
3035486,0.47200927,train
3706608,0.42240277,train
2061628,0.45450875,train
2629101,0.46209082,train
5437800,0.48627934,train
3857041,0.47240528,train
1740598,0.4671555,train
3638600,0.42112488,train
1400090,0.48627934,train
3853873,0.43320003,train
3527464,0.4743233,train
5703243,0.46704534,train
2307008,0.4587689,train
3889116,0.45662934,train
5029582,0.463273,train
3561981,0.42517033,train
5596316,0.46525007,train
3785790,0.47588012,train
2981266,0.46741858,train
2666924,0.44688174,train
1534432,0.42425808,train
2736923,0.45032844,train
3472807,0.43344685,train
3655189,0.4662896,train
4569747,0.46020508,train
4048773,0.4442995,train
4248245,0.46276078,train
3188961,0.4703125,train
5466137,0.4300981,train
5563515,0.46520486,train
3971639,0.4659228,train
4386804,0.45849845,train
5630848,0.4357718,train
5868857,0.46678835,train
4076735,0.43814704,train
5206567,0.45372948,train
3063845,0.47260708,train
3739552,0.4758916,train
2566541,0.471943,train
1046049,0.4590549,train
3516276,0.45922288,train
2591140,0.4668902,train
3515541,0.45874122,train
4501218,0.4709024,train
3193081,0.46938214,train
4210556,0.4650254,train
4304505,0.45881376,train
1825882,0.40674108,train
2764375,0.4668794,train
1429183,0.45803788,train
1528023,0.4530469,train
4830927,0.48627934,train
4726052,0.48627934,train
5762564,0.4542827,train
2258758,0.4677109,train
2335410,0.4698658,train
3830405,0.4735561,train
4619906,0.47525018,train
2770189,0.43947396,train
2869639,0.4732399,train
1801692,0.47082475,train
4704679,0.4334536,train
2734713,0.4620524,train
4409883,0.4400629,train
2775807,0.4587459,train
2343833,0.45557314,train
1762051,0.4734307,train
4824686,0.46064314,train
1137105,0.45728478,train
2430513,0.3852038,train
4567262,0.45146322,train
2132066,0.47160396,train
5786702,0.46128705,train
5232368,0.45556167,train
1989870,0.46174246,train
5466166,0.460035,train
5349845,0.46841425,train
3439233,0.45614576,train
1361892,0.4442217,train
2724479,0.47541007,train
4775072,0.46754795,train
4312520,0.4605793,train
4098471,0.4645017,train
1899116,0.46031052,train
1350928,0.46981773,train
4474726,0.46483368,train
2099558,0.44895118,train
3278031,0.460457,train
3469055,0.4732763,train
4184152,0.47751862,train
2448266,0.45537755,train
4807015,0.46400648,train
1378294,0.46062478,train
3514709,0.3446355,train
2950011,0.38389438,train
3568744,0.4646788,train
3997827,0.46292454,train
1813528,0.46999067,train
3243068,0.4785162,train
5150646,0.471261,train
3592509,0.47964397,train
4085869,0.45891902,train
4244658,0.3951823,train
4426585,0.4741362,train
2929664,0.41895145,train
2803264,0.45774034,train
2385216,0.4642629,train
2187906,0.4545531,train
5788282,0.46958402,train
2645358,0.4673582,train
2962487,0.36546537,train
2988060,0.45731178,train
1785761,0.4683723,train
4166234,0.47778806,train
1937094,0.46671113,train
1434867,0.4648113,train
1973006,0.4615973,train
1192214,0.45233533,train
4337104,0.4587802,train
2003758,0.34965196,train
3671250,0.39039817,train
5337643,0.46046957,train
5621638,0.430262,train
1654041,0.46775296,train
4625836,0.46498594,train
1144897,0.45936006,train
3228369,0.41842175,train
2569983,0.3941908,train
4971720,0.4445218,train
4312681,0.43627492,train
1371570,0.4735298,train
4780262,0.43051043,train
5817263,0.44746646,train
5853966,0.47220317,train
2568427,0.46482897,train
5104354,0.46919236,train
3372381,0.45018488,train
3159841,0.44721898,train
3152505,0.47219124,train
1973374,0.4663253,train
2035226,0.4809977,train
5484535,0.4605889,train
5207584,0.46186015,train
4464715,0.46171668,train
4496473,0.44714683,train
3778091,0.45872012,train
1137198,0.45551005,train
2072025,0.44820502,train
2946975,0.47240204,train
2382041,0.4715834,train
4650164,0.44880643,train
2968216,0.46526915,train
2937805,0.46490678,train
3582590,0.45945457,train
1984072,0.4047013,train
1480670,0.41918236,train
4327166,0.47220808,train
5323039,0.47146842,train
4777322,0.44112858,train
5267845,0.469102,train
2654849,0.46450981,train
5423083,0.4781646,train
5667997,0.47088394,train
4870585,0.44203046,train
2857662,0.4704093,train
3384062,0.44406837,train
4420679,0.48172864,train
3835389,0.44777587,train
3652851,0.43943772,train
1334614,0.36505923,train
4921079,0.46925685,train
5135431,0.47290707,train
4768528,0.45964378,train
